model,hour,regime,mae,n
patchtsmixer-nohijri-L168,14,aggregate,1304.9326358621163,456
patchtsmixer-nohijri-L168,15,aggregate,1217.0887376644737,456
patchtsmixer-nohijri-L168,16,aggregate,1025.705324321546,456
patchtsmixer-nohijri-L168,17,aggregate,1134.3944037828944,456
patchtsmixer-nohijri-L168,18,aggregate,1181.153251953125,456
patchtsmixer-nohijri-L168,19,aggregate,1471.0371160567433,456
patchtsmixer-nohijri-L168,20,aggregate,1805.3761410361842,456
patchtsmixer-nohijri-L168,21,aggregate,2201.935281832511,456
patchtsmixer-nohijri-L168,22,aggregate,1851.6269401041668,456
patchtsmixer-nohijri-L168,23,aggregate,1398.0034906112935,456
patchtsmixer-nohijri-L168,0,Heatwave,1192.0001330566404,64
patchtsmixer-nohijri-L168,1,Heatwave,975.4595019531253,64
patchtsmixer-nohijri-L168,2,Heatwave,1107.841553955078,64
patchtsmixer-nohijri-L168,3,Heatwave,995.9294140625,64
patchtsmixer-nohijri-L168,4,Heatwave,1943.8137951660158,64
patchtsmixer-nohijri-L168,5,Heatwave,5375.435717773437,64
patchtsmixer-nohijri-L168,6,Heatwave,4128.8515234375,64
patchtsmixer-nohijri-L168,7,Heatwave,2690.02080078125,64
patchtsmixer-nohijri-L168,8,Heatwave,2354.872648925781,64
patchtsmixer-nohijri-L168,9,Heatwave,1420.8942016601563,64
patchtsmixer-nohijri-L168,10,Heatwave,2025.4700537109375,64
patchtsmixer-nohijri-L168,11,Heatwave,2156.9078442382815,64
patchtsmixer-nohijri-L168,12,Heatwave,1470.3624145507815,64
patchtsmixer-nohijri-L168,13,Heatwave,1403.661589355469,64
patchtsmixer-nohijri-L168,14,Heatwave,1380.5983007812497,64
patchtsmixer-nohijri-L168,15,Heatwave,1617.7501220703125,64
patchtsmixer-nohijri-L168,16,Heatwave,1094.949223632813,64
patchtsmixer-nohijri-L168,17,Heatwave,1377.9883618164058,64
patchtsmixer-nohijri-L168,18,Heatwave,1137.7921166992192,64
patchtsmixer-nohijri-L168,19,Heatwave,1650.847219238281,64
patchtsmixer-nohijri-L168,20,Heatwave,2034.05904296875,64
patchtsmixer-nohijri-L168,21,Heatwave,2509.7661914062505,64
patchtsmixer-nohijri-L168,22,Heatwave,2038.465943603516,64
patchtsmixer-nohijri-L168,23,Heatwave,1740.7009411621093,64
patchtsmixer-nohijri-L168,0,Normal,898.6331951482733,333
patchtsmixer-nohijri-L168,1,Normal,559.6232045326576,333
patchtsmixer-nohijri-L168,2,Normal,600.7617586336337,333
patchtsmixer-nohijri-L168,3,Normal,1017.7675642830329,333
patchtsmixer-nohijri-L168,4,Normal,2002.9715230855857,333
patchtsmixer-nohijri-L168,5,Normal,4439.258465418543,333
patchtsmixer-nohijri-L168,6,Normal,2751.381029466967,333
patchtsmixer-nohijri-L168,7,Normal,1513.1215364583334,333
patchtsmixer-nohijri-L168,8,Normal,1307.0879642924176,333
patchtsmixer-nohijri-L168,9,Normal,1551.0404929147899,333
patchtsmixer-nohijri-L168,10,Normal,1225.9812190315317,333
patchtsmixer-nohijri-L168,11,Normal,1419.334835773273,333
patchtsmixer-nohijri-L168,12,Normal,1101.3744735360365,333
patchtsmixer-nohijri-L168,13,Normal,1213.1968466122373,333
patchtsmixer-nohijri-L168,14,Normal,1284.2010705236487,333
patchtsmixer-nohijri-L168,15,Normal,1118.9714749906157,333
patchtsmixer-nohijri-L168,16,Normal,1012.7300086805556,333
patchtsmixer-nohijri-L168,17,Normal,1055.988597972973,333
patchtsmixer-nohijri-L168,18,Normal,1139.3310648930178,333
patchtsmixer-nohijri-L168,19,Normal,1426.8043067286037,333
patchtsmixer-nohijri-L168,20,Normal,1793.7194561749252,333
patchtsmixer-nohijri-L168,21,Normal,2199.7777554898653,333
patchtsmixer-nohijri-L168,22,Normal,1826.0041270176425,333
patchtsmixer-nohijri-L168,23,Normal,1348.9107383164414,333
patchtsmixer-nohijri-L168,0,Ramadan,578.5984772245764,59
patchtsmixer-nohijri-L168,1,Ramadan,781.1835844809322,59
patchtsmixer-nohijri-L168,2,Ramadan,926.21727621822,59
patchtsmixer-nohijri-L168,3,Ramadan,1279.6693405720337,59
patchtsmixer-nohijri-L168,4,Ramadan,1056.8544902012713,59
patchtsmixer-nohijri-L168,5,Ramadan,3616.770670021186,59
patchtsmixer-nohijri-L168,6,Ramadan,2186.5878336864403,59
patchtsmixer-nohijri-L168,7,Ramadan,1586.6135368114412,59
patchtsmixer-nohijri-L168,8,Ramadan,1496.6650489936442,59
patchtsmixer-nohijri-L168,9,Ramadan,1662.311054025424,59
patchtsmixer-nohijri-L168,10,Ramadan,1513.3891671080512,59
patchtsmixer-nohijri-L168,11,Ramadan,1605.8694849046608,59
patchtsmixer-nohijri-L168,12,Ramadan,1545.1049801377117,59
patchtsmixer-nohijri-L168,13,Ramadan,1371.4595537605926,59
patchtsmixer-nohijri-L168,14,Ramadan,1339.8649867584754,59
patchtsmixer-nohijri-L168,15,Ramadan,1336.2534811970338,59
patchtsmixer-nohijri-L168,16,Ramadan,1023.8268591101689,59
patchtsmixer-nohijri-L168,17,Ramadan,1312.6845736228806,59
patchtsmixer-nohijri-L168,18,Ramadan,1464.2363188559316,59
patchtsmixer-nohijri-L168,19,Ramadan,1525.641843220339,59
patchtsmixer-nohijri-L168,20,Ramadan,1623.1044518008478,59
patchtsmixer-nohijri-L168,21,Ramadan,1880.1942319915258,59
patchtsmixer-nohijri-L168,22,Ramadan,1793.5710169491529,59
patchtsmixer-nohijri-L168,23,Ramadan,1303.3467055084745,59
patchtsmixer-hijri-L168,0,aggregate,925.3554678933663,456
patchtsmixer-hijri-L168,1,aggregate,630.9709441817434,456
patchtsmixer-hijri-L168,2,aggregate,705.5865306332238,456
patchtsmixer-hijri-L168,3,aggregate,1033.549255071272,456
patchtsmixer-hijri-L168,4,aggregate,1880.6396636855811,456
patchtsmixer-hijri-L168,5,aggregate,4497.947589432565,456
patchtsmixer-hijri-L168,6,aggregate,2867.832256373355,456
patchtsmixer-hijri-L168,7,aggregate,1751.1886429207786,456
patchtsmixer-hijri-L168,8,aggregate,1524.3933807908445,456
patchtsmixer-hijri-L168,9,aggregate,1617.2246460389254,456
patchtsmixer-hijri-L168,10,aggregate,1328.920777138158,456
patchtsmixer-hijri-L168,11,aggregate,1468.3610879248902,456
patchtsmixer-hijri-L168,12,aggregate,1185.2155437911183,456
patchtsmixer-hijri-L168,13,aggregate,1201.1725515693533,456
patchtsmixer-hijri-L168,14,aggregate,1337.467223821272,456
patchtsmixer-hijri-L168,15,aggregate,1280.8859631990133,456
patchtsmixer-hijri-L168,16,aggregate,1040.1157182017544,456
patchtsmixer-hijri-L168,17,aggregate,1126.3600471148573,456
patchtsmixer-hijri-L168,18,aggregate,1151.6916031044407,456
patchtsmixer-hijri-L168,19,aggregate,1437.7740818599232,456
patchtsmixer-hijri-L168,20,aggregate,1779.038078399123,456
patchtsmixer-hijri-L168,21,aggregate,2194.5439393160636,456
patchtsmixer-hijri-L168,22,aggregate,1878.1563644462722,456
patchtsmixer-hijri-L168,23,aggregate,1419.9381901041668,456
patchtsmixer-hijri-L168,0,Heatwave,1149.2718591308594,64
patchtsmixer-hijri-L168,1,Heatwave,901.3613574218753,64
patchtsmixer-hijri-L168,2,Heatwave,985.5269677734375,64
patchtsmixer-hijri-L168,3,Heatwave,900.3722631835942,64
patchtsmixer-hijri-L168,4,Heatwave,1976.9107946777344,64
patchtsmixer-hijri-L168,5,Heatwave,5327.406665039062,64
patchtsmixer-hijri-L168,6,Heatwave,3925.9561071777343,64
patchtsmixer-hijri-L168,7,Heatwave,2545.8571032714844,64
patchtsmixer-hijri-L168,8,Heatwave,2247.8523559570312,64
patchtsmixer-hijri-L168,9,Heatwave,1379.8586303710936,64
patchtsmixer-hijri-L168,10,Heatwave,1939.213994140625,64
patchtsmixer-hijri-L168,11,Heatwave,2109.410817871094,64
patchtsmixer-hijri-L168,12,Heatwave,1328.5738012695315,64
patchtsmixer-hijri-L168,13,Heatwave,1238.3742187500004,64
patchtsmixer-hijri-L168,14,Heatwave,1465.8340454101562,64
patchtsmixer-hijri-L168,15,Heatwave,1703.8979711914062,64
patchtsmixer-hijri-L168,16,Heatwave,1073.5901757812505,64
patchtsmixer-hijri-L168,17,Heatwave,1421.5904882812497,64
patchtsmixer-hijri-L168,18,Heatwave,996.3684375000001,64
patchtsmixer-hijri-L168,19,Heatwave,1597.2206665039062,64
patchtsmixer-hijri-L168,20,Heatwave,1936.468583984375,64
patchtsmixer-hijri-L168,21,Heatwave,2388.5395874023443,64
patchtsmixer-hijri-L168,22,Heatwave,2088.7618896484382,64
patchtsmixer-hijri-L168,23,Heatwave,1709.0016003417968,64
patchtsmixer-hijri-L168,0,Normal,943.9665141704205,333
patchtsmixer-hijri-L168,1,Normal,530.9130567286036,333
patchtsmixer-hijri-L168,2,Normal,612.4506845908409,333
patchtsmixer-hijri-L168,3,Normal,1026.2792131193694,333
patchtsmixer-hijri-L168,4,Normal,2000.4620969406908,333
patchtsmixer-hijri-L168,5,Normal,4462.993404185435,333
patchtsmixer-hijri-L168,6,Normal,2753.7951395927175,333
patchtsmixer-hijri-L168,7,Normal,1553.6667164039036,333
patchtsmixer-hijri-L168,8,Normal,1315.6081644144147,333
patchtsmixer-hijri-L168,9,Normal,1653.5568097785288,333
patchtsmixer-hijri-L168,10,Normal,1179.295419012763,333
patchtsmixer-hijri-L168,11,Normal,1313.4040650807055,333
patchtsmixer-hijri-L168,12,Normal,1094.1787385041293,333
patchtsmixer-hijri-L168,13,Normal,1163.0083159722224,333
patchtsmixer-hijri-L168,14,Normal,1319.0579093937688,333
patchtsmixer-hijri-L168,15,Normal,1153.3028326764268,333
patchtsmixer-hijri-L168,16,Normal,1019.0485970345346,333
patchtsmixer-hijri-L168,17,Normal,1039.7333926895644,333
patchtsmixer-hijri-L168,18,Normal,1128.5873749530779,333
patchtsmixer-hijri-L168,19,Normal,1407.8185719313065,333
patchtsmixer-hijri-L168,20,Normal,1792.3894829204205,333
patchtsmixer-hijri-L168,21,Normal,2203.672518768769,333
patchtsmixer-hijri-L168,22,Normal,1851.9829077515017,333
patchtsmixer-hijri-L168,23,Normal,1390.1968050863363,333
patchtsmixer-hijri-L168,0,Ramadan,577.4211043432205,59
patchtsmixer-hijri-L168,1,Ramadan,902.3995895127115,59
patchtsmixer-hijri-L168,2,Ramadan,927.5873569915252,59
patchtsmixer-hijri-L168,3,Ramadan,1219.0450423728812,59
patchtsmixer-hijri-L168,4,Ramadan,1099.9240254237286,59
patchtsmixer-hijri-L168,5,Ramadan,3795.479163135593,59
patchtsmixer-hijri-L168,6,Ramadan,2363.670111228813,59
patchtsmixer-hijri-L168,7,Ramadan,2004.0025423728812,59
patchtsmixer-hijri-L168,8,Ramadan,1918.0222391419493,59
patchtsmixer-hijri-L168,9,Ramadan,1669.6452304025424,59
patchtsmixer-hijri-L168,10,Ramadan,1511.403461334746,59
patchtsmixer-hijri-L168,11,Ramadan,1647.5730521716102,59
patchtsmixer-hijri-L168,12,Ramadan,1543.52618246822,59
patchtsmixer-hijri-L168,13,Ramadan,1376.2197338453386,59
patchtsmixer-hijri-L168,14,Ramadan,1302.1252767478818,59
patchtsmixer-hijri-L168,15,Ramadan,1542.113318326271,59
patchtsmixer-hijri-L168,16,Ramadan,1122.7087023305078,59
patchtsmixer-hijri-L168,17,Ramadan,1295.0367876059313,59
patchtsmixer-hijri-L168,18,Ramadan,1450.579578919491,59
patchtsmixer-hijri-L168,19,Ramadan,1433.886003707627,59
patchtsmixer-hijri-L168,20,Ramadan,1532.9097722457627,59
patchtsmixer-hijri-L168,21,Ramadan,1932.585660752119,59
patchtsmixer-hijri-L168,22,Ramadan,1797.427677436441,59
patchtsmixer-hijri-L168,23,Ramadan,1274.2402740995758,59
